numberOfTweet,text,user name,screen name,description,gender
26,Record 499 Syrian Refugees Admitted to US So Far in May Includes No Christians https://t.co/zqiGrUm8un,MyAmerica10,MYAMERICA10,"Duty is ours; results are God's ~ John Q. Adams - I am a Proud American, Unflinching Conservative & Grateful Christian. I will not comply. Remember Benghazi.",Female
27,#URNOTALONE #NEVERtrump #AlwaysConstitution  https://t.co/u2NpAkSdpJ,MyAmerica10,MYAMERICA10,"Duty is ours; results are God's ~ John Q. Adams - I am a Proud American, Unflinching Conservative & Grateful Christian. I will not comply. Remember Benghazi.",Female
28,He's so insecure about his masculinity he talks publicly about his penis so we'll believe he has one #tinytrumphands https://t.co/ns4o86KG1x,MyAmerica10,MYAMERICA10,"Duty is ours; results are God's ~ John Q. Adams - I am a Proud American, Unflinching Conservative & Grateful Christian. I will not comply. Remember Benghazi.",Female
29,Patricia Heaton tweets pro-life support and the left loses it! https://t.co/3NweTjDDXn,MyAmerica10,MYAMERICA10,"Duty is ours; results are God's ~ John Q. Adams - I am a Proud American, Unflinching Conservative & Grateful Christian. I will not comply. Remember Benghazi.",Female
30,"Dear Hollywood: Stop Gaying All the Things, Especially Straight Characters... » Louder With Crowder https://t.co/3WpLvFTKmO",MyAmerica10,MYAMERICA10,"Duty is ours; results are God's ~ John Q. Adams - I am a Proud American, Unflinching Conservative & Grateful Christian. I will not comply. Remember Benghazi.",Female
31,James Woods on Obama's Character | Truth Revolt https://t.co/eteC2UolwP,MyAmerica10,MYAMERICA10,"Duty is ours; results are God's ~ John Q. Adams - I am a Proud American, Unflinching Conservative & Grateful Christian. I will not comply. Remember Benghazi.",Female
32,Transhysteria: Norway to Launch Bill Allowing 6-Year-Olds to Change Gender | Truth Revolt https://t.co/8RbdPJOU55,MyAmerica10,MYAMERICA10,"Duty is ours; results are God's ~ John Q. Adams - I am a Proud American, Unflinching Conservative & Grateful Christian. I will not comply. Remember Benghazi.",Female
33,22 Percent of Resettled Refugees in Minnesota Test Positive for Tuberculosis | Truth Revolt https://t.co/2YQNKASf2G,MyAmerica10,MYAMERICA10,"Duty is ours; results are God's ~ John Q. Adams - I am a Proud American, Unflinching Conservative & Grateful Christian. I will not comply. Remember Benghazi.",Female
34,My kid works at KMart while Poor Immigrants Get Full Ride to Ivy League Schools Complain Its Not Free | Truth Revolt https://t.co/s4G3WhmUxk,MyAmerica10,MYAMERICA10,"Duty is ours; results are God's ~ John Q. Adams - I am a Proud American, Unflinching Conservative & Grateful Christian. I will not comply. Remember Benghazi.",Female
35,@ChuckNellis @tedcruz  I'm still supporting Sen Ted Cruz he fights for America!,MyAmerica10,MYAMERICA10,"Duty is ours; results are God's ~ John Q. Adams - I am a Proud American, Unflinching Conservative & Grateful Christian. I will not comply. Remember Benghazi.",Female
36,"Morality &amp; common sense went away when we let liberal left take over media, education &amp; entertainment #Takeitback https://t.co/ibuOoWcAX2",MyAmerica10,MYAMERICA10,"Duty is ours; results are God's ~ John Q. Adams - I am a Proud American, Unflinching Conservative & Grateful Christian. I will not comply. Remember Benghazi.",Female
37,@shonnarobinson @AngelicMark @KockaAnnette @realDonaldTrump #NEVERtrump #writeincruz,MyAmerica10,MYAMERICA10,"Duty is ours; results are God's ~ John Q. Adams - I am a Proud American, Unflinching Conservative & Grateful Christian. I will not comply. Remember Benghazi.",Female
